;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
37; MINI Hatch III Cooper  ; 2015 ; 930 000 ; 43 165 ;" Астрахань
"; 21 апреля;  ; 1.5 л; 136 л.с.; автомат; бензин; АИ-95; передний; 7.8 с; Великобритания; 3; 4; 3821; 1727; 1414; 2470; 211; 1190; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 7.8; АИ-95; переднее, поперечное; 1499; турбонаддув; 136 / 100 при 4500 – 6000; 220 при 1250; рядное; 3; 4; непосредственный впрыск (прямой); 11; 94.6 × 82
38; MINI Hatch II Cooper S  ; 2008 ; 550 000 ; 94 000 ;" Нижневартовск
"; 20 апреля; 4,0; 1.6 л; 175 л.с.; автомат; бензин; АИ-95; передний; 7.3 с; Великобритания; 3; 4; 3635; 1925; 1408; 2467; 150/670; 1205; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 220; 7.3; АИ-95; переднее, поперечное; 1598; турбонаддув; 175 / 129 при 5500; 240 при 1600 – 5000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 77 × 85.8
39; MINI Hatch I Cooper  ; 2006 ; 400 000 ; 142 000 ;" Уфа
"; 23 апреля; 4,0; 1.6 л; 116 л.с.; вариатор; бензин; АИ-95; передний; 10.4 с; Великобритания; 3; 4; 3635; 1688; 1416; 2467; 150/670; 1090; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 185; 10.4; АИ-95; переднее, поперечное; 1598; нет; 116 / 85 при 6000; 150 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.6; 77 × 85.8
40; MINI Hatch II One  ; 2008 ; 399 000 ; 78 238 ;" Нижневартовск
"; 20 апреля; 4,0; 1.4 л; 95 л.с.; автомат; бензин; АИ-95; передний; 12.6 с; Великобритания; 3; 4; 3699; 1683; 1407; 2467; 160/680; 1175; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 180; 12.6; АИ-95;; 1364; нет; 95 / 70 при 6000; 140 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный);; 
41; MINI Hatch II Рестайлинг Cooper S  ; 2010 ; 585 000 ; 115 000 ;" Челябинск
"; 20 апреля; 4,6; 1.6 л; 184 л.с.; автомат; бензин; АИ-95; передний; 7.2 с; Великобритания; 3; 4; 3729; 1683; 1407; 2467; 160/680; 1165; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 223; 7.2; АИ-95; переднее, поперечное; 1598; турбонаддув; 184 / 135 при 5500; 240 при 1600 – 5000; рядное; 4; 4; непосредственный впрыск (прямой); 10.5; 77 × 85.8
42; MINI Countryman I One  ; 2011 ; 660 000 ; 64 194 ;" Муром
"; 20 апреля; 4,0; 1.6 л; 98 л.с.; автомат; бензин; АИ-95; передний; 13.9 с; Великобритания; 5; 4, 5; 4097; 1789; 1561; 2595; 350/1170; 1295; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 168; 13.9; АИ-95; переднее, поперечное; 1598; нет; 98 / 72 при 6000; 153 при 3000; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 77 × 85.8
43; MINI Hatch I One  ; 2006 ; 380 000 ; 89 000 ;" Электрогорск
"; 20 апреля; 4,0; 1.6 л; 90 л.с.; вариатор; бензин; АИ-95; передний; 12.7 с; Великобритания; 3; 4; 3635; 1688; 1416; 2467; 150/670; 1080; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 170; 12.7; АИ-95; переднее, поперечное; 1598; нет; 90 / 66 при 5500; 140 при 3000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.6; 77 × 85.8
44; MINI Hatch II Рестайлинг Cooper  ; 2013 ; 677 200 ; 53 500 ;" Москва
"; 19 апреля; 4,6; 1.6 л; 122 л.с.; автомат; бензин; АИ-95; передний; 10.4 с; Великобритания; 3; 4; 3723; 1683; 1407; 2467; 160/680; 1115; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 197; 10.4; АИ-95; переднее, поперечное; 1598; нет; 122 / 90 при 6000; 160 при 4250; рядное; 4; 4; распределенный впрыск (многоточечный); 11; 77 × 85.8
45; MINI Countryman I Cooper S  ; 2013 ; 999 000 ; 69 950 ;" Уфа
"; 19 апреля; 4,0; 1.6 л; 184 л.с.; автомат; бензин; АИ-98; передний; 7.8 с; Великобритания; 5; 4, 5; 4110; 1789; 1561; 2595; 450/1170; 1385; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 214; 7.8; АИ-98; переднее, поперечное; 1598; турбонаддув; 184 / 135 при 5500; 240 при 1600 – 5000; рядное; 4; 4; непосредственный впрыск (прямой); 10.5; 77 × 85.8
46; MINI Hatch III Cooper S  ; 2016 ; 1 329 000 ; 20 551 ;" Калуга
"; 19 апреля;  ; 2.0 л; 192 л.с.; автомат; бензин; АИ-95; передний; 6.7 с; Великобритания; 3; 4; 3850; 1727; 1414; 2470; 211; 1225; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 235; 6.7; АИ-95; переднее, поперечное; 1998; турбонаддув; 192 / 141 при 4700 – 6000; 280 при 1250; рядное; 4; 4; непосредственный впрыск (прямой); 11; 94.6 × 82
