;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
380; Chrysler Neon I  ; 1995 ; 120 000 ; 256 000 ;" Москва
"; 20 января;  ; 2.0 л; 147 л.с.; механика; бензин; АИ-95; передний; 8.8 с; США; 4; 5; 4364; 1712; 1391; 2642; 364;; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые;; 8.8; АИ-95; переднее, поперечное; 1996; нет; 147 / 108 при 6600; 174 при 5500; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 87.5 × 83
381; Chrysler PT Cruiser  ; 2008 ; 405 000 ; 70 000 ;" Руза
"; 20 января; 4,2; 2.4 л; 143 л.с.; автомат; бензин; АИ-95; передний; 12.2 с; США; 5; 5; 4290; 1705; 1600; 2616; 538/1812;; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 177; 12.2; АИ-95; переднее, поперечное; 2429; нет; 143 / 105 при 5250; 229 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.4; 87.5 × 101
382; Chrysler Voyager II  ; 1991 ; 99 000 ; 367 000 ;" Санкт-Петербург
"; 18 января; 4,0; 3.3 л; 152 л.с.; автомат; бензин; АИ-92; передний; 12.8 с; США; 4; 7; 4525; 1830; 1707; 2853; 671/3250; 1630; автомат; 4; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; барабанные; 174; 12.8; АИ-92;; 3301; нет; 152 / 112 при 4800; 251 при 3600; V-образное; 6; 2; распределенный впрыск (многоточечный); 8.9; 93 × 81
383; Chrysler 300C I  ; 2004 ; 800 000 ; 80 000 ;" Екатеринбург
"; 17 января; 4,5; 3.5 л; 249 л.с.; автомат; бензин; АИ-95; задний; 7.6 с; США; 4; 5; 5015; 1880; 1475; 3050; 504; 1745; автомат; 5; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 228; 7.6; АИ-95; переднее, продольное; 3518; нет; 249 / 183 при 6400; 340 при 3800; V-образное; 6; 4; распределенный впрыск (многоточечный); 10; 96 × 81
384; Chrysler Pacifica CS  ; 2004 ; 470 000 ; 300 000 ;" Москва
"; 16 января;  ; 3.5 л; 253 л.с.; автомат; бензин; АИ-95; передний; 10 с; США; 5; 5, 7; 5052; 2013; 1688; 2954; 369/2250; 2015; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 190; 10; АИ-95; переднее, поперечное; 3518; нет; 253 / 186 при 6400; 339 при 3900; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.9; 96 × 81
385; Chrysler Voyager IV  ; 2002 ; 200 000 ; 175 000 ;" Верхняя Пышма
"; 15 января; 4,3; 2.4 л; 150 л.с.; автомат; бензин; АИ-92; передний;; США; 5; 5, 7; 4805; 1995; 1750; 2880; 445/4080;; автомат; 4; передний; независимая, пружинная; зависимая, рессорная; дисковые; барабанные;;; АИ-92; переднее, поперечное; 2429; нет; 150 / 110 при 5200; 226 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.4; 87.5 × 101
386; Chrysler Pacifica CS  ; 2003 ; 380 000 ; 111 605 ;" Калуга
"; 12 января;  ; 3.5 л; 253 л.с.; автомат; бензин; АИ-95; полный; 10 с; США; 5; 5, 7; 5052; 2013; 1688; 2954; 369/2250; 2160; автомат; 4; полный; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 190; 10; АИ-95; переднее, поперечное; 3518; нет; 253 / 186 при 6400; 339 при 3900; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.9; 96 × 81
387; Chrysler PT Cruiser  ; 2002 ; 215 000 ; 270 000 ;" Новомосковск
"; 8 января; 4,2; 2.4 л; 143 л.с.; автомат; бензин; АИ-95; передний; 12.2 с; США; 5; 5; 4290; 1705; 1600; 2616; 538/1812;; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 177; 12.2; АИ-95; переднее, поперечное; 2429; нет; 143 / 105 при 5250; 229 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.4; 87.5 × 101
388; Chrysler Concorde II  ; 2001 ; 189 000 ; 320 000 ;" Рязань
"; 8 января; 4,8; 3.2 л; 228 л.с.; автомат; бензин; АИ-92; передний; 9.5 с; США; 4; 5, 6; 5310; 1900; 1420; 2870; 530; 1580; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые; дисковые; 210; 9.5; АИ-92; переднее, продольное; 3231; нет; 228 / 168 при 6000; 305 при 3950; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.9; 
389; Chrysler PT Cruiser  ; 2004 ; 250 000 ; 173 000 ;" Ивантеевка
"; 20 декабря 2017; 4,2; 2.4 л; 143 л.с.; автомат; бензин; АИ-95; передний; 12.2 с; США; 5; 5; 4290; 1705; 1600; 2616; 538/1812;; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 177; 12.2; АИ-95; переднее, поперечное; 2429; нет; 143 / 105 при 5250; 229 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.4; 87.5 × 101
390; Chrysler 300C II  ; 2012 ; 1 450 000 ; 53 000 ;" Дербент
"; 19 декабря 2017; 4,4; 3.6 л; 286 л.с.; автомат; бензин; АИ-95; задний; 7 с; США; 4; 5; 5066; 1902; 1462; 3052; 462; 1828; автомат; 8; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 240; 7; АИ-95; переднее, продольное; 3604; нет; 286 / 210 при 6350; 340 при 4650; V-образное; 6; 4; распределенный впрыск (многоточечный); 10; 96 × 83
391; Chrysler Sebring II  ; 2000 ; 360 000 ; 180 000 ;" Москва
"; 18 декабря 2017; 4,3; 3.0 л; 203 л.с.; автомат; бензин; АИ-92; передний; 10 с; США; 2; 5; 4830; 1785; 1365; 2635; 460;; автомат; 4; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 10; АИ-92;; 2972; нет; 203 / 149 при 5500; 278 при 4500; V-образное; 6; 4; распределенный впрыск (многоточечный); 9; 91.1 × 76
392;" Chrysler Town &amp; Country V  "; 2010 ; 1 070 000 ; 109 000 ;" Липецк
"; 17 декабря 2017;  ; 3.3 л; 174 л.с.; автомат; бензин; АИ-92; передний; 10 с; США; 5; 7; 5144; 1953; 1750; 3078; 671; 1966; автомат; 4; передний; независимая, пружинная;; дисковые вентилируемые; дисковые; 198; 10; АИ-92; переднее, поперечное; 3301; нет; 174 / 128 при 5100; 278 при 4000; V-образное; 6; 2; распределенный впрыск (многоточечный); 9.4; 93 × 81
393; Chrysler 300C II  ; 2012 ; 1 499 000 ; 54 000 ;" Владикавказ
"; 17 декабря 2017; 4,4; 3.0 л; 239 л.с.; автомат; дизель; ДТ; задний; 7.8 с; США; 4; 5; 5066; 1902; 1462; 3052; 462; 1960; автомат; 5; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 232; 7.8; ДТ; переднее, продольное; 2987; турбонаддув; 239 / 176 при 4000; 540 при 1600 – 2800; V-образное; 6; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 83 × 92
