;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
318; Fiat Punto II  ; 2000 ; 119 000 ; 176 000 ; 10 марта; 4,2; 1.2 л; 60 л.с.; механика; бензин; АИ-95; передний; 14.3 с; Италия; 3; 5; 3800; 1660; 1480; 2460; 264/1080; 860; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 155; 14.3; АИ-95; переднее, поперечное; 1242; нет; 60 / 44 при 5000; 102 при 2500; рядное; 4; 2; распределенный впрыск (многоточечный); 9.6; 70.8 × 78.9
319; Fiat Doblo I Рестайлинг  ; 2008 ; 325 000 ; 187 000 ; 10 марта; 3,5; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 17 с; Италия; 5; 5; 4253; 1722; 1818; 2583; 750/3000; 1235; механика; 5; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; барабанные; 148; 17; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.1; 72 × 84
320; Fiat Albea I Рестайлинг  ; 2011 ; 193 000 ; 136 000 ; 9 марта; 4,0; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Италия; 4; 5; 4186; 1703; 1490; 2439; 515; 1015; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 162; 13.5; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.7; 72 × 84
321; Fiat Albea I Рестайлинг  ; 2007 ; 198 000 ; 97 000 ; 9 марта; 4,0; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Италия; 4; 5; 4186; 1703; 1490; 2439; 515; 1015; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 162; 13.5; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.7; 72 × 84
322; Fiat Bravo II  ; 2008 ; 390 000 ; 94 000 ; 8 марта; 4,7; 1.4 л; 120 л.с.; робот; бензин; АИ-95; передний; 9.6 с; Италия; 5; 5; 4336; 1792; 1498; 2600; 400/1175; 1280; робот; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 195; 9.6; АИ-95; переднее, поперечное; 1368; турбонаддув; 120 / 88 при 5000; 206 при 1750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 72 × 84
323; Fiat Panda II  ; 2007 ; 320 000 ; 148 000 ; 7 марта; 3,9; 1.2 л; 60 л.с.; механика; бензин; АИ-95; полный; 20 с; Италия; 5; 4, 5; 3538; 1589; 1540; 2299; 206/860; 970; механика; 5; полный; независимая, пружинная; полунезависимая, пружинная; дисковые; дисковые; 145; 20; АИ-95; переднее, поперечное; 1242; нет; 60 / 44 при 5000; 102 при 2500; рядное; 4; 2; распределенный впрыск (многоточечный); 9.8; 70.8 × 78.86
324; Fiat 500 II  ; 2008 ; 380 000 ; 110 000 ; 7 марта; 4,5; 1.4 л; 100 л.с.; механика; бензин; АИ-95; передний; 10.5 с; Италия; 3; 4; 3546; 1627; 1488; 2300; 185/550; 1005; механика; 6; передний; независимая, пружинная; полунезависимая, торсионная; дисковые; дисковые; 182; 10.5; АИ-95; переднее, поперечное; 1368; нет; 100 / 74 при 6000; 131 при 4250; рядное; 4; 4; распределенный впрыск (многоточечный); 10.8; 72 × 84
325; Fiat Linea  ; 2008 ;305 000 ; 97 000 ; 6 марта; 4,4; 1.4 л; 120 л.с.; механика; бензин; АИ-95; передний; 9.2 с; Италия; 4; 5; 4560; 1730; 1494; 2603; 500; 1275; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 195; 9.2; АИ-95; переднее, поперечное; 1368; турбонаддув; 120 / 88 при 5000; 206 при 1750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 72 × 84
326; Fiat Doblo I Рестайлинг  ; 2011 ; 347 000 ; 89 171 ; 23 апреля; 3,5; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 17 с; Италия; 5; 5; 4253; 1722; 1818; 2583; 750/3000; 1235; механика; 5; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; барабанные; 148; 17; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.1; 72 × 84
327; Fiat Albea I Рестайлинг  ; 2009 ; 170 000 ; 165 000 ; 6 марта; 4,0; 1.4 л; 77 л.с.; механика; бензин; АИ-95; передний; 13.5 с; Италия; 4; 5; 4186; 1703; 1490; 2439; 515; 1015; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 162; 13.5; АИ-95; переднее, поперечное; 1368; нет; 77 / 57 при 6000; 115 при 3000; рядное; 4; 2; распределенный впрыск (многоточечный); 11.7; 72 × 84
