;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
148; SsangYong Kyron I Рестайлинг 6-speed  ; 2013 ; 709 000 ; 84 000 ; 20 апреля; 3,9; 2.3 л; 150 л.с.; автомат; бензин; АИ-95; полный; 14.4 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 2010; автомат; 6; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 170; 14.4; АИ-95; переднее, продольное; 2295; нет; 150 / 110 при 5500; 214 при 3500 – 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.4; 90.9 × 88.4
149; SsangYong Rexton II  ; 2008 ; 555 000 ; 171 972 ; 20 апреля; 4,1; 2.7 л; 163 л.с.; автомат; дизель; ДТ; полный; 14.4 с; Южная Корея; 5; 5; 4720; 1870; 1830; 2820; 925/1525; 1995; автомат; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 170; 14.4; ДТ; переднее, продольное; 2696; турбонаддув; 163 / 120 при 4000; 340 при 1800 – 3250; рядное; 5; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 92.4
150; SsangYong Kyron I Рестайлинг 6-speed  ; 2012 ; 590 000 ; 80 000 ; 20 апреля; 3,9; 2.0 л; 141 л.с.; автомат; дизель; ДТ; полный; 16.2 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 1920; автомат; 6; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 166; 16.2; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
151; SsangYong Actyon Sports II  ; 2013 ; 730 000 ; 39 716 ; 20 апреля; 4,5; 2.3 л; 150 л.с.; механика; бензин; АИ-95; полный;; Южная Корея; 4; 5; 4990; 1910; 1790; 3060; ; 1944; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 161;; АИ-95; переднее, продольное; 2295; нет; 150 / 110 при 5500; 214 при 3500 – 4600; рядное; 4; 4; непосредственный впрыск (прямой); 10.4; 90.9 × 88.4
152; SsangYong Actyon II  ; 2011 ; 545 000 ; 65 000 ; 20 апреля; 4,1; 2.0 л; 175 л.с.; автомат; дизель; ДТ; передний; 10.8 с; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1747; автомат; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 186; 10.8; ДТ; переднее, поперечное; 1998; турбонаддув; 175 / 129 при 4000; 360 при 2000 – 3000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 86.2 × 85.6
153; SsangYong Kyron I Рестайлинг 6-speed  ; 2011 ; 560 000 ; 71 880 ; 20 апреля; 3,9; 2.0 л; 141 л.с.; автомат; дизель; ДТ; полный; 16.2 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 1920; автомат; 6; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 166; 16.2; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
154; SsangYong Actyon II Рестайлинг  ; 2014 ; 850 000 ; 65 000 ; 19 апреля; 4,3; 2.0 л; 149 л.с.; автомат; бензин; АИ-95; полный;; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1700; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 163;; АИ-95; переднее, поперечное; 1998; нет; 149 / 110 при 6000; 197 при 3500 – 4500; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 86 × 86
155; SsangYong Actyon II  ; 2011 ; 520 750 ; 94 000 ; 20 апреля; 4,1; 2.0 л; 149 л.с.; автомат; дизель; ДТ; полный; 11 с; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1767; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 184; 11; ДТ; переднее, поперечное; 1998; турбонаддув; 149 / 110 при 3000 – 4000; 360 при 2000 – 2500; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 86.2 × 85.6
156; SsangYong Kyron I Рестайлинг  ; 2012 ; 585 000 ; 71 000 ; 20 апреля; 3,9; 2.0 л; 141 л.с.; механика; дизель; ДТ; полный; 16.2 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 1893; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 167; 16.2; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
157; SsangYong Actyon Sports I  ; 2010 ; 459 000 ; 109 293 ; 19 апреля; 4,1; 2.0 л; 141 л.с.; механика; дизель; ДТ; полный; 15 с; Южная Корея; 4; 5; 4965; 1900; 1755; 3060; 750; 1940; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 161; 15; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2700; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
158; SsangYong Actyon II Рестайлинг  ; 2014 ; 670 750 ; 62 000 ; 20 апреля; 4,3; 2.0 л; 149 л.с.; механика; бензин; АИ-95; передний;; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1612; механика; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 163;; АИ-95; переднее, поперечное; 1998; нет; 149 / 110 при 6000; 197 при 3500 – 4500; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 86 × 86
159; SsangYong Actyon II  ; 2012 ; 535 000 ; 95 000 ; 20 апреля; 4,1; 2.0 л; 149 л.с.; механика; дизель; ДТ; передний; 11 с; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1666; механика; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 174; 11; ДТ; переднее, поперечное; 1998; турбонаддув; 149 / 110 при 3000 – 4000; 360 при 2000 – 2500; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 86.2 × 85.6
160; SsangYong Kyron I Рестайлинг  ; 2013 ; 635 750 ; 92 733 ; 20 апреля; 3,9; 2.3 л; 150 л.с.; механика; бензин; АИ-95; полный; 14.2 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 1862; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 168; 14.2; АИ-95; переднее, продольное; 2295; нет; 150 / 110 при 5500; 214 при 3500 – 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.4; 90.9 × 88.4
161; SsangYong Actyon Sports I  ; 2012 ; 490 000 ; 46 000 ; 19 апреля; 4,1; 2.0 л; 141 л.с.; механика; дизель; ДТ; полный; 15 с; Южная Корея; 4; 5; 4965; 1900; 1755; 3060; 750; 1940; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 161; 15; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2700; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
162; SsangYong Kyron I Рестайлинг 5-speed  ; 2011 ; 560 750 ; 118 910 ; 20 апреля; 3,9; 2.0 л; 141 л.с.; автомат; дизель; ДТ; полный; 16.2 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 1920; автомат; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 166; 16.2; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 85.6
163; SsangYong Kyron I  ; 2007 ; 390 000 ; 219 000 ; 23 апреля; 3,7; 2.0 л; 141 л.с.; автомат; дизель; ДТ; полный;; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625/2322; 1980; автомат; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 166;; ДТ; переднее, продольное; 1998; турбонаддув; 141 / 104 при 4000; 310 при 1800 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива);; 86.2 × 85.6
164; SsangYong Kyron I Рестайлинг 6-speed  ; 2014 ; 870 000 ; 56 000 ; 23 апреля; 3,9; 2.3 л; 150 л.с.; автомат; бензин; АИ-95; полный; 14.4 с; Южная Корея; 5; 5; 4660; 1880; 1755; 2740; 625; 2010; автомат; 6; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 170; 14.4; АИ-95; переднее, продольное; 2295; нет; 150 / 110 при 5500; 214 при 3500 – 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.4; 90.9 × 88.4
165; SsangYong Actyon II Рестайлинг  ; 2013 ; 610 000 ; 43 000 ; 20 апреля; 4,3; 2.0 л; 149 л.с.; механика; бензин; АИ-95; передний;; Южная Корея; 5; 5; 4410; 1830; 1675; 2650; 486; 1612; механика; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 163;; АИ-95; переднее, поперечное; 1998; нет; 149 / 110 при 6000; 197 при 3500 – 4500; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 86 × 86
166; SsangYong Rexton II  ; 2008 ; 479 900 ; 124 265 ; 19 апреля; 4,1; 2.7 л; 163 л.с.; механика; дизель; ДТ; полный; 13.4 с; Южная Корея; 5; 5; 4720; 1870; 1830; 2820; 925/1525; 1990; механика; 5; полный; независимая, пружинная; зависимая, пружинная; дисковые вентилируемые; дисковые; 177; 13.4; ДТ; переднее, продольное; 2696; турбонаддув; 163 / 120 при 4000; 340 при 1800 – 3250; рядное; 5; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 17.5; 86.2 × 92.4
