;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
378; Volkswagen Passat CC I Рестайлинг  ; 2013 ; 781 200 ; 149 000 ; 23 апреля; 4,4; 1.8 л; 152 л.с.; робот; бензин; АИ-95; передний; 8.5 с; Германия; 4; 4, 5; 4802; 1885; 1417; 2711; 532; 1513; робот; 7; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 222; 8.5; АИ-95; переднее, поперечное; 1798; турбонаддув; 152 / 112 при 5000 – 6200; 250 при 1500 – 4200; рядное; 4; 4; непосредственный впрыск (прямой);; 
379; Volkswagen Caddy IV Maxi  ; 2016 ; 1 005 000 ; 48 762 ; 23 апреля;  ; 1.6 л; 110 л.с.; механика; бензин; АИ-95; передний; 12.5 с; Германия; 4; 5, 7; 4878; 1793; 1831; 3006; 1350/3880;; механика; 5; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; дисковые;; 12.5; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 5800; 155 при 3800 – 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
380; Volkswagen Golf Plus II  ; 2011 ; 519 000 ; 28 900 ; 23 апреля; 4,4; 1.4 л; 122 л.с.; механика; бензин; АИ-95; передний; 10.2 с; Германия; 5; 5; 4204; 1759; 1621; 2578; 395/1450; 1416; механика; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 195; 10.2; АИ-95;; 1390; турбонаддув; 122 / 90 при 5000; 200 при 1500; рядное; 4; 4; непосредственный впрыск (прямой);; 76 × 75.6
381; Volkswagen Amarok I  ; 2013 ; 969 700 ; 144 914 ; 23 апреля;  ; 2.0 л; 140 л.с.; механика; дизель; ДТ; полный; 13.7 с; Германия; 4; 5; 5254; 1944; 1834; 3095; 1280; 1968; механика; 6; полный; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; барабанные; 161; 13.7; ДТ; переднее, продольное; 1968; турбонаддув; 140 / 103 при 3500; 340 при 1600 – 2250; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 81 × 95.5
382; Volkswagen Caddy III Рестайлинг  ; 2013 ; 988 900 ; 111 937 ; 23 апреля; 4,0; 1.6 л; 102 л.с.; робот; дизель; ДТ; передний; 13 с; Германия; 4; 5, 7; 4406; 1794; 1822; 2681; 2852/3030; 1556; робот; 7; передний; независимая, пружинная; зависимая, рессорная; дисковые вентилируемые; дисковые; 168; 13; ДТ; переднее, поперечное; 1598; турбонаддув; 102 / 75 при 4400; 250 при 1500 – 2500; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 79.5 × 80.5
383; Volkswagen Polo V Рестайлинг  ; 2016 ; 685 000 ; 18 000 ; 23 апреля; 4,4; 1.6 л; 110 л.с.; автомат; бензин; АИ-95; передний; 11.7 с; Германия; 4; 5; 4390; 1699; 1467; 2553; 460; 1208; автомат; 6; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 184; 11.7; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 5800; 155 при 3800 – 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
384; Volkswagen Golf GTI VII  ; 2014 ; 1 299 000 ; 66 650 ; 23 апреля;  ; 2.0 л; 220 л.с.; робот; бензин; АИ-95; передний; 6.5 с; Германия; 5; 5; 4268; 1799; 1442; 2631; 380/1270; 1370; робот; 6; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 244; 6.5; АИ-95; переднее, поперечное; 1984; турбонаддув; 220 / 162 при 4500 – 6200; 350 при 1500 – 4400; рядное; 4; 4; непосредственный впрыск (прямой); 9.6; 82.5 × 92.8
385; Volkswagen Touareg II  ; 2011 ; 1 399 000 ; 96 317 ; 23 апреля; 4,6; 3.6 л; 249 л.с.; автомат; бензин; АИ-95; полный; 8.4 с; Германия; 5; 5; 4795; 1940; 1709; 2893; 580/1642; 2097; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 220; 8.4; АИ-95; переднее, продольное; 3597; нет; 249 / 183 при 6000; 360 при 3500; V-образное; 6; 4; непосредственный впрыск (прямой); 10.5; 89 × 96.4
386; Volkswagen Touareg II Рестайлинг  ; 2015 ; 1 977 800 ; 65 401 ; 23 апреля; 4,1; 3.6 л; 249 л.с.; автомат; бензин; АИ-95; полный; 8.4 с; Германия; 5; 5; 4801; 1940; 1709; 2893; 580/1642; 2097; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 220; 8.4; АИ-95; переднее, продольное; 3597; нет; 249 / 183 при 5500; 360 при 3500; V-образное; 6; 4; непосредственный впрыск (прямой); 10.5; 89 × 96.4
387; Volkswagen Polo V  ; 2014 ; 424 900 ; 65 709 ; 23 апреля; 4,0; 1.6 л; 105 л.с.; механика; бензин; АИ-95; передний; 10.5 с; Германия; 4; 5; 4384; 1699; 1465; 2552; 460; 1159; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 190; 10.5; АИ-95; переднее, поперечное; 1598; нет; 105 / 77 при 5250; 153 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
388; Volkswagen Polo V  ; 2014 ; 465 000 ; 72 100 ; 23 апреля; 4,0; 1.6 л; 105 л.с.; механика; бензин; АИ-95; передний; 10.5 с; Германия; 4; 5; 4384; 1699; 1465; 2552; 460; 1159; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 190; 10.5; АИ-95; переднее, поперечное; 1598; нет; 105 / 77 при 5250; 153 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
389; Volkswagen Polo V  ; 2014 ; 476 000 ; 37 200 ; 23 апреля; 4,0; 1.6 л; 105 л.с.; механика; бензин; АИ-95; передний; 10.5 с; Германия; 4; 5; 4384; 1699; 1465; 2552; 460; 1159; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 190; 10.5; АИ-95; переднее, поперечное; 1598; нет; 105 / 77 при 5250; 153 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
390; Volkswagen Tiguan I  ; 2011 ;730 000 ; 112 349 ; 4 апреля; 4,4; 2.0 л; 170 л.с.; автомат; бензин; АИ-95; полный; 9.9 с; Германия; 5; 5; 4427; 1809; 1686; 2604; 470/1510; 1592; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 197; 9.9; АИ-95; переднее, поперечное; 1984; турбонаддув; 170 / 125 при 4300; 280 при 1700 – 4200; рядное; 4; 4; непосредственный впрыск (прямой); 8.7; 90 × 80
391; Volkswagen Tiguan I Рестайлинг  ; 2014 ; 1 120 000 ; 40 700 ; 23 апреля; 4,6; 2.0 л; 170 л.с.; автомат; бензин; АИ-95; полный; 9.9 с; Германия; 5; 5; 4426; 1809; 1703; 2604; 470/1510; 1646; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 197; 9.9; АИ-95; переднее, поперечное; 1984; турбонаддув; 170 / 125 при 4300 – 6000; 280 при 1700 – 4200; рядное; 4; 4; непосредственный впрыск (прямой); 10; 82.5 × 92.8
392; Volkswagen Multivan T6  ; 2016 ; 3 650 000 ; 7 700 ; 23 апреля; 5,0; 2.0 л; 180 л.с.; робот; дизель; ДТ; передний; 11.3 с; Германия; 4; 5, 7; 4904; 1904; 1970; 3000; 5800; 2181; робот; 7; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 191; 11.3; ДТ; переднее, поперечное; 1968; турбонаддув; 180 / 132 при 4000; 400 при 1500 – 2000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива);; 
393; Volkswagen Passat B5 Рестайлинг  ; 2001 ; 219 000 ; 286 000 ; 23 апреля; 4,3; 1.9 л; 101 л.с.; механика; дизель; ДТ; передний; 12.8 с; Германия; 5; 5; 4683; 1746; 1498; 2703; 495/1600; 1430; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 184; 12.8; ДТ; переднее, продольное; 1896; турбонаддув; 101 / 74 при 4000; 250 при 1900; рядное; 4; 2; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 19; 79.5 × 95.5
394; Volkswagen Polo V Рестайлинг  ; 2015 ; 579 990 ; 13 178 ; 23 апреля; 4,4; 1.6 л; 105 л.с.; механика; бензин; АИ-95; передний; 10.5 с; Германия; 4; 5; 4390; 1699; 1467; 2553; 460; 1161; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 190; 10.5; АИ-95; переднее, поперечное; 1598; нет; 105 / 77 при 5250; 153 при 3800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.5; 76.5 × 86.9
395; Volkswagen Passat B3  ; 1993 ; 70 000 ; 130 000 ; 23 апреля; 3,9; 1.8 л; 90 л.с.; механика; бензин; АИ-95; передний; 14 с; Германия; 5; 5; 4569; 1704; 1448; 2623; 495/1500; 1173; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые; барабанные; 173; 14; АИ-95; переднее, продольное; 1781; нет; 90 / 66 при 5400; 142 при 2600; рядное; 4; 2; центральный впрыск (моновпрыск или одноточечный); 10; 81 × 86.4
