;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
35; BMW 5 серия V (E60/E61) 525i  ; 2004 ; 495 000 ; 288 500 ; 16 апреля; 4,5; 2.5 л; 192 л.с.; автомат; бензин; АИ-95; задний; 8.7 с; Германия; 4; 5; 4841; 1846; 1482; 2888; 520; 1565; автомат; 6; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 233; 8.7; АИ-95; переднее, продольное; 2494; нет; 192 / 141 при 6000; 245 при 3500; рядное; 6; 4; распределенный впрыск (многоточечный); 10.5; 84 × 75
36; BMW X3 II (F25) 28i xDrive  ; 2013 ; 1 615 000 ; 28 000 ; 31 октября 2017; 4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37; BMW 4 серия F32/F33/F36 428i  ; 2014 ; 2 590 000 ; 28 744 ; 9 марта;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38; BMW 3 серия V (E90/E91/E92/E93) 330i  ; 2007 ;820 000 ; 134 196 ; 14 апреля; 4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39; BMW X1 I (E84) Рестайлинг 20d  ; 2012 ; 920 000 ; 89 851 ; 23 апреля; 4,2; 2.0 л; 184 л.с.; автомат; дизель; ДТ; полный; 8.1 с; Германия; 5; 5; 4477; 1798; 1545; 2760; 420/1350; 1660; автомат; 8; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 213; 8.1; ДТ; переднее, продольное; 1995; турбонаддув; 184 / 135 при 4000; 380 при 1750 – 2750; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 16.5; 84 × 90
40; BMW X1 I (E84) Рестайлинг 20i  ; 2013 ; 1 020 000 ; 115 000 ; 26 октября 2017; 4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41; BMW 5 серия V (E60/E61) Рестайлинг 525xi  ; 2008 ; 700 000 ; 140 ; 24 апреля; 4,7; 3.0 л; 218 л.с.; автомат; бензин; АИ-95; полный; 8.2 с; Германия; 4; 5; 4841; 1846; 1468; 2888; 520; 1720; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 234; 8.2; АИ-95; переднее, продольное; 2996; нет; 218 / 160 при 6100; 270 при 2400; рядное; 6; 4; непосредственный впрыск (прямой); 12; 85 × 88
42; BMW 5 серия VII (G30/G31) 520d  ; 2017 ; 2 250 000 ; 28 448 ; 13 марта;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43; BMW 3 серия VI (F3x) 320i  ; 2014 ; 1 300 000 ; 74 000 ; 23 апреля; 4,6; 2.0 л; 184 л.с.; автомат; бензин; АИ-95; задний; 7.6 с; Германия; 4; 5; 4624; 1811; 1413; 2810; 480; 1420; автомат; 8; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 235; 7.6; АИ-95; переднее, продольное; 1997; турбонаддув; 184 / 135 при 5000; 270 при 1250 – 4500; рядное; 4; 4; непосредственный впрыск (прямой); 11; 84 × 90.1
44; BMW X5 I (E53) 3.0i  ; 2002 ; 350 000 ; 270 000 ; 23 апреля; 4,6; 3.0 л; 231 л.с.; автомат; бензин; АИ-95; полный; 8.8 с; Германия; 5; 5; 4667; 1872; 1707; 2820; 465/1550; 2020; автомат; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 8.8; АИ-95; переднее, продольное; 2979; нет; 231 / 170 при 5900; 300 при 3500; рядное; 6; 4; распределенный впрыск (многоточечный); 10.2; 84 × 89.6
