;Модель;Год;Цена;Пробег;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1; McLaren 570GT I  ; 2018 ; 15 000 000 ; 1 327 ; 21 апреля;  ; 3.8 л; 570 л.с.; робот; бензин; АИ-98; задний; 3.4 с; Великобритания; 2; 2; 4530; 2095; 1201; 2670; 150/220; 1350; робот; 7; задний; независимая, пружинная; независимая, пружинная; керамические вентилируемые; керамические вентилируемые; 328; 3.4; АИ-98; центральное; 3799; турбонаддув; 570 / 419 при 7500; 600 при 5000 – 6500; V-образное; 8; 4; непосредственный впрыск (прямой);; 93 × 69.9
2; McLaren MP4-12C  ; 2013 ; 13 400 000 ; 3 900 ; 24 марта;  ; 3.8 л; 625 л.с.; робот; бензин; АИ-98; задний; 3.1 с; Великобритания; 2; 2; 4509; 1908; 1199; 2670; ; 1336; робот; 7; задний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 333; 3.1; АИ-98; центральное; 3799; турбонаддув; 625 / 460 при 7500; 600 при 3000 – 7000; V-образное; 8; 4; непосредственный впрыск (прямой); 8.7; 93 × 69.9
